"filename", "language", "C++", "comment", "blank", "total"
"/Users/kai/Desktop/Coding/C++Projects/Space/src/AIController.cpp", "C++", 9, 0, 1, 10
"/Users/kai/Desktop/Coding/C++Projects/Space/src/PlayerController.cpp", "C++", 0, 0, -3, -3
"/Users/kai/Desktop/Coding/C++Projects/Space/src/spaceship.cpp", "C++", 1, 1, 1, 3
"Total", "-", 10, 1, -1, 10
