"filename", "language", "C++", "comment", "blank", "total"
"/Users/kai/Desktop/Coding/C++Projects/Space/src/AIController.cpp", "C++", 0, 0, -1, -1
"/Users/kai/Desktop/Coding/C++Projects/Space/src/Game.cpp", "C++", 0, 0, -1, -1
"Total", "-", 0, 0, -2, -2
